Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"Triest","873","45,66667 13,76667","Triest","873","45,66667 13,76667","Directed","Triest–Triest","1"
"Triest","873","45,66667 13,76667","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Triest–Edmund-Weiß-Gasse 7","1"
"Gmunden","874","47,91839 13,79933","Wien","50","48,208333 16,373056","Directed","Gmunden–Wien","1"
"Salzburg","30","47,80067 13,04532","Eglmoosgasse 22","364910","47,712155 13,616607","Directed","Salzburg–Eglmoosgasse 22","1"
"Edlach an der Rax","470","47,69255 15,80915","Florenz","263","43,77925 11,24626","Directed","Edlach an der Rax–Florenz","1"
"Hotel Westminster","41234","52,516823 13,389865","Berlin","168","52,52437 13,41053","Directed","Hotel Westminster–Berlin","2"
"Berlin","168","52,52437 13,41053","Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Directed","Berlin–Wollzeile 15 (»Berthahof«)","1"
"London","224","51,50853 -0,12574","IX., Alsergrund","59","48,22387 16,35641","Directed","London–IX., Alsergrund","1"
"IX., Alsergrund","59","48,22387 16,35641","Hörlgasse","417","48,216673655132 16,362433773685","Directed","IX., Alsergrund–Hörlgasse","1"
"Rodaun","173","48,132793312328 16,256152195922","Salzburg","30","47,80067 13,04532","Directed","Rodaun–Salzburg","1"
"Salzburg","30","47,80067 13,04532","Österreichischer Hof","230","47,802045 13,043401","Directed","Salzburg–Österreichischer Hof","1"
"I., Innere Stadt","51","48,20769 16,37049","Kochgasse 8","249577","48,212327 16,349717","Directed","I., Innere Stadt–Kochgasse 8","3"
"Bayreuth","734","49,94782 11,57893","Edlach an der Rax","470","47,69255 15,80915","Directed","Bayreuth–Edlach an der Rax","1"
"Opatija","38096","45,33771 14,30515","Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Directed","Opatija–Wollzeile 15 (»Berthahof«)","1"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Tiefer Graben 23","207296","48,213038 16,368738","Directed","9/3 Post- und Telegraphenamt 72–Tiefer Graben 23","1"
"Hochschneeberg","5836","47,775833 15,8075","Grand Hotel des Bains","40983","45,413333 12,374722","Directed","Hochschneeberg–Grand Hotel des Bains","1"
"Bad Ischl","213","47,71109 13,61893","Marienbad","772","49,964444 12,701944","Directed","Bad Ischl–Marienbad","1"
"St. Johann im Pongau","996","47,35 13,2","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","St. Johann im Pongau–Steindorf am Ossiacher See","1"
"I., Innere Stadt","51","48,20769 16,37049","Cresta Palace","1138","46,512179 9,85759","Directed","I., Innere Stadt–Cresta Palace","1"
"Cresta Palace","1138","46,512179 9,85759","Bad Ragaz","49990","47,00601 9,50266","Directed","Cresta Palace–Bad Ragaz","1"
"Bad Ragaz","49990","47,00601 9,50266","Hotel Lattmann","50232","47,0019297 9,5004627","Directed","Bad Ragaz–Hotel Lattmann","1"
"Dänemark","43570","56,0 10,0","Wien","50","48,208333 16,373056","Directed","Dänemark–Wien","1"
"Wien","50","48,208333 16,373056","Velden am Wörthersee","909","46,61901 14,03129","Directed","Wien–Velden am Wörthersee","1"
"Velden am Wörthersee","909","46,61901 14,03129","Karersee","40371","46,409167 11,575","Directed","Velden am Wörthersee–Karersee","1"
"Frankgasse 1","168934","48,21533 16,35736","Altaussee","34401","47,639444 13,763333","Directed","Frankgasse 1–Altaussee","1"
"Roma Termini","148287","41,900648 12,501755","Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Directed","Roma Termini–Wollzeile 15 (»Berthahof«)","1"
"Eppan an der Weinstraße","36485","46,45472 11,26178","Eppan an der Weinstraße","36485","46,45472 11,26178","Directed","Eppan an der Weinstraße–Eppan an der Weinstraße","1"
"Eppan an der Weinstraße","36485","46,45472 11,26178","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Eppan an der Weinstraße–Sternwartestraße 71","1"
"I., Innere Stadt","51","48,20769 16,37049","Hotel Marienbad [München]","401","48,143964 11,567552","Directed","I., Innere Stadt–Hotel Marienbad [München]","1"
"Port Said","118675","31,26803 32,30131","IX., Alsergrund","59","48,22387 16,35641","Directed","Port Said–IX., Alsergrund","1"
"Przemyśl","48345","49,78498 22,76728","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Przemyśl–Sternwartestraße 71","1"
"Brijuni","45260","44,91417 13,76222","Triest","873","45,66667 13,76667","Directed","Brijuni–Triest","1"
"Triest","873","45,66667 13,76667","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Triest–Tiefer Graben 17","1"
"Salzburg","30","47,80067 13,04532","18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Directed","Salzburg–18/1 Post- und Telegraphenamt 111","1"
"18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Sternwartestraße 71","168815","48,23188 16,33716","Directed","18/1 Post- und Telegraphenamt 111–Sternwartestraße 71","2"
"München","45258","48,13743 11,57549","Berlin","168","52,52437 13,41053","Directed","München–Berlin","1"
"Steindorf am Ossiacher See","34860","46,6992 13,98892","Graz","860","47,06667 15,43333","Directed","Steindorf am Ossiacher See–Graz","1"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Rodaun","173","48,132793312328 16,256152195922","Directed","9/3 Post- und Telegraphenamt 72–Rodaun","1"
"Qingdao","118680","36,09193 120,328056","IX., Alsergrund","59","48,22387 16,35641","Directed","Qingdao–IX., Alsergrund","1"
"Bahnhof Firenze Santa Maria Novella","52725","43,776338 11,247527","IX., Alsergrund","59","48,22387 16,35641","Directed","Bahnhof Firenze Santa Maria Novella–IX., Alsergrund","1"
"Split","4231","43,5 16,433333","Wien","50","48,208333 16,373056","Directed","Split–Wien","1"
"Brodzany","339388","48,60833333 18,34166667","Brodzany","339388","48,60833333 18,34166667","Directed","Brodzany–Brodzany","1"
"Brodzany","339388","48,60833333 18,34166667","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Brodzany–9/3 Post- und Telegraphenamt 72","1"
"Kopenhagen","36300","55,67594 12,56553","Frankgasse 1","168934","48,21533 16,35736","Directed","Kopenhagen–Frankgasse 1","1"
"Berlin","168","52,52437 13,41053","Hinterbrühl","75","48,08611 16,24809","Directed","Berlin–Hinterbrühl","1"
"Bad Gastein","521","47,11547 13,13467","Meidlinger Hauptstraße","1239","48,178825 16,329918","Directed","Bad Gastein–Meidlinger Hauptstraße","1"
"Andorf","1248","48,3713 13,57412","Wien","50","48,208333 16,373056","Directed","Andorf–Wien","1"
"Skodsborg","958","55,8225 12,57324","Kopenhagen","36300","55,67594 12,56553","Directed","Skodsborg–Kopenhagen","1"
"Kopenhagen","36300","55,67594 12,56553","Grundlsee [Gemeinde]","46000","47,61667 13,81667","Directed","Kopenhagen–Grundlsee [Gemeinde]","1"
"Wien","50","48,208333 16,373056","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","Wien–Steindorf am Ossiacher See","1"
"Hôtel de Beaujolais","294051","48,866 2,3381","Paris","182","48,85341 2,3488","Directed","Hôtel de Beaujolais–Paris","1"
"Eglmoosgasse 22","364910","47,712155 13,616607","Österreichischer Hof","230","47,802045 13,043401","Directed","Eglmoosgasse 22–Österreichischer Hof","1"
"Sekirn","91729","46,60936 14,21037","Klagenfurt","875","46,63333 14,3","Directed","Sekirn–Klagenfurt","1"
"Klagenfurt","875","46,63333 14,3","18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Directed","Klagenfurt–18/1 Post- und Telegraphenamt 110","1"
"Palmaille 5","365128","53,545996 9,945167","Wien","50","48,208333 16,373056","Directed","Palmaille 5–Wien","1"
"Österreichischer Hof","230","47,802045 13,043401","Salzburg","30","47,80067 13,04532","Directed","Österreichischer Hof–Salzburg","1"
"XVIII., Währing","68","48,23333 16,31667","Frankgasse 1","168934","48,21533 16,35736","Directed","XVIII., Währing–Frankgasse 1","1"
"Welsberg-Taisten","428","46,75774 12,10556","Kopenhagen","36300","55,67594 12,56553","Directed","Welsberg-Taisten–Kopenhagen","1"
"Kopenhagen","36300","55,67594 12,56553","Berlin","168","52,52437 13,41053","Directed","Kopenhagen–Berlin","1"
"Unterach am Attersee","877","47,80494 13,48728","Hotel am See","106","47,6417 13,77189","Directed","Unterach am Attersee–Hotel am See","1"
"Frankfurt am Main","146","50,11552 8,68417","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Frankfurt am Main–1/1 Post- und Telegraphenamt 1","1"
"Genua","994","44,40478 8,94439","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Genua–Sternwartestraße 71","1"
"XV., Rudolfsheim-Fünfhaus","65","48,19625 16,32749","18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Directed","XV., Rudolfsheim-Fünfhaus–18/1 Post- und Telegraphenamt 111","1"
"Hotel du Cap","293589","43,548055555556 7,1205555555556","Antibes","88767","43,58579 7,10831","Directed","Hotel du Cap–Antibes","1"
"Antibes","88767","43,58579 7,10831","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Antibes–Sternwartestraße 71","1"
"Kreiensen","42561","51,85363 9,96481","Wien","50","48,208333 16,373056","Directed","Kreiensen–Wien","1"
"Las Palmas de Gran Canaria","44097","28,09973 -15,41343","Kopenhagen","36300","55,67594 12,56553","Directed","Las Palmas de Gran Canaria–Kopenhagen","1"
"V., Margareten","55","48,18646 16,35491","Altaussee","34401","47,639444 13,763333","Directed","V., Margareten–Altaussee","1"
"Kopenhagen","36300","55,67594 12,56553","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Kopenhagen–9/3 Post- und Telegraphenamt 72","1"
"Hotel Weinzinger","130","48,307291 14,287495","Linz","332","48,3 14,28333","Directed","Hotel Weinzinger–Linz","1"
"Linz","332","48,3 14,28333","Wien","50","48,208333 16,373056","Directed","Linz–Wien","1"
"Wien","50","48,208333 16,373056","Unbekannt","365241","nicht vorhanden","Directed","Wien–Unbekannt","1"
"Unbekannt","365241","nicht vorhanden","9/2 Post- und Telegraphenamt 71","365211","48,218574 16,35084","Directed","Unbekannt–9/2 Post- und Telegraphenamt 71","1"
"?? [Atlantik, westlich von Frankreich]","252268","46,38 -8,0","Wien","50","48,208333 16,373056","Directed","?? [Atlantik, westlich von Frankreich]–Wien","1"
"Mürren","88187","46,5588 7,8929","IX., Alsergrund","59","48,22387 16,35641","Directed","Mürren–IX., Alsergrund","2"
"Stockholm","1119","59,325 18,05","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Stockholm–Tiefer Graben 17","1"
"Hotel garni Athen","264667","47,713189 13,622779","Bad Ischl","213","47,71109 13,61893","Directed","Hotel garni Athen–Bad Ischl","1"
"Riva del Garda","465","45,88576 10,84118","Haus Bahr","207274","48,186771 16,261305","Directed","Riva del Garda–Haus Bahr","1"
"Hotel Esplanade [Berlin]","245","52,51 13,374444","Berlin","168","52,52437 13,41053","Directed","Hotel Esplanade [Berlin]–Berlin","1"
"Havanna","39944","23,13302 -82,38304","Havanna","39944","23,13302 -82,38304","Directed","Havanna–Havanna","1"
"Havanna","39944","23,13302 -82,38304","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Havanna–Sternwartestraße 71","1"
"Seeboden am Millstättersee","34824","46,818888888889 13,518333","Wien","50","48,208333 16,373056","Directed","Seeboden am Millstättersee–Wien","2"
"Wien","50","48,208333 16,373056","Eglmoosgasse 22","364910","47,712155 13,616607","Directed","Wien–Eglmoosgasse 22","2"
"12, Avenue d’Eylau","298841","48,864224 2,285502","place Chopin","300244","48,8562 2,27789","Directed","12, Avenue d’Eylau–place Chopin","1"
"place Chopin","300244","48,8562 2,27789","Sternwartestraße 71","168815","48,23188 16,33716","Directed","place Chopin–Sternwartestraße 71","1"
"Frankfurt am Main","146","50,11552 8,68417","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Frankfurt am Main–Tiefer Graben 23","1"
"Salzburg","30","47,80067 13,04532","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Salzburg–9/3 Post- und Telegraphenamt 72","1"
"Venedig","462","45,43713 12,33265","Willergasse 2","231810","48,139276 16,257741","Directed","Venedig–Willergasse 2","1"
"Bad Ischl","213","47,71109 13,61893","Villa Frühling","47674","nicht vorhanden","Directed","Bad Ischl–Villa Frühling","1"
"I., Innere Stadt","51","48,20769 16,37049","Nevada Palace","251023","46,48957 7,55737","Directed","I., Innere Stadt–Nevada Palace","1"
"Wien","50","48,208333 16,373056","Dölsach","945","46,85721 12,83416","Directed","Wien–Dölsach","2"
"Schleb","990","49,88958 15,48853","Wien","50","48,208333 16,373056","Directed","Schleb–Wien","1"
"Morschach","49170","46,97149 8,64802","Morschach","49170","46,97149 8,64802","Directed","Morschach–Morschach","1"
"Morschach","49170","46,97149 8,64802","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Morschach–Tiefer Graben 23","1"
"Pörtschach am Wörthersee","44278","46,635556 14,1425","Welsberg-Taisten","428","46,75774 12,10556","Directed","Pörtschach am Wörthersee–Welsberg-Taisten","2"
"Luzern","967","47,05048 8,30635","Lugano","885","46,01008 8,96004","Directed","Luzern–Lugano","1"
"Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Unbekannt","365269","nicht vorhanden","Directed","Wollzeile 15 (»Berthahof«)–Unbekannt","1"
"Unbekannt","365269","nicht vorhanden","9/2 Post- und Telegraphenamt 71","365211","48,218574 16,35084","Directed","Unbekannt–9/2 Post- und Telegraphenamt 71","1"
"Schönberg im Stubaital","759","47,18333 11,41667","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Schönberg im Stubaital–9/3 Post- und Telegraphenamt 72","1"
"Bern","1223","46,9489 7,4638","Feldkirch","44368","47,23608 9,59825","Directed","Bern–Feldkirch","1"
"Feldkirch","44368","47,23608 9,59825","18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Directed","Feldkirch–18/1 Post- und Telegraphenamt 110","1"
"18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Directed","18/1 Post- und Telegraphenamt 110–18/1 Post- und Telegraphenamt 111","1"
"Altprags","364264","46,707257 12,155099","Altprags","364264","46,707257 12,155099","Directed","Altprags–Altprags","1"
"Altprags","364264","46,707257 12,155099","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Altprags–1/1 Post- und Telegraphenamt 1","1"
"Wien","50","48,208333 16,373056","Sestri Levante","42768","44,27317 9,39683","Directed","Wien–Sestri Levante","1"
"Ajaccio","847","41,91886 8,73812","Ajaccio","847","41,91886 8,73812","Directed","Ajaccio–Ajaccio","1"
"Ajaccio","847","41,91886 8,73812","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Ajaccio–Tiefer Graben 23","1"
"Paris","182","48,85341 2,3488","Frankgasse 1","168934","48,21533 16,35736","Directed","Paris–Frankgasse 1","1"
"Ajaccio","847","41,91886 8,73812","Haus Bahr","207274","48,186771 16,261305","Directed","Ajaccio–Haus Bahr","1"
"Hotel Hassler [Neapel]","364923","40,8302153354582 14,246194459892541","Neapel","595","40,85216 14,26811","Directed","Hotel Hassler [Neapel]–Neapel","1"
"Neapel","595","40,85216 14,26811","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Neapel–9/3 Post- und Telegraphenamt 72","1"
"Welsberg-Taisten","428","46,75774 12,10556","XVIII., Währing","68","48,23333 16,31667","Directed","Welsberg-Taisten–XVIII., Währing","1"
"XVIII., Währing","68","48,23333 16,31667","Villach","40454","46,61254 13,8529","Directed","XVIII., Währing–Villach","1"
"Grundlsee [Gemeinde]","46000","47,61667 13,81667","Dessauer Straße","40583","52,504956 13,378587","Directed","Grundlsee [Gemeinde]–Dessauer Straße","1"
"Thusis","20650","46,69729 9,43908","Thusis","20650","46,69729 9,43908","Directed","Thusis–Thusis","1"
"Thusis","20650","46,69729 9,43908","Wien","50","48,208333 16,373056","Directed","Thusis–Wien","1"
"Paris","182","48,85341 2,3488","Hamburg","506","53,55055 9,993333","Directed","Paris–Hamburg","1"
"Madonna di Campiglio","427","46,22671 10,82582","I., Innere Stadt","51","48,20769 16,37049","Directed","Madonna di Campiglio–I., Innere Stadt","1"
"Wiesbaden","883","50,08258 8,24932","Wien","50","48,208333 16,373056","Directed","Wiesbaden–Wien","1"
"Lissabon","15227","38,71667 -9,13333","Lissabon","15227","38,71667 -9,13333","Directed","Lissabon–Lissabon","1"
"Lissabon","15227","38,71667 -9,13333","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Lissabon–Tiefer Graben 17","1"
"Valeriehaus","364330","47,06107 13,05638","Böckstein","54760","47,08333 13,11667","Directed","Valeriehaus–Böckstein","1"
"Böckstein","54760","47,08333 13,11667","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Böckstein–Tiefer Graben 17","1"
"Café Central","262","48,210278 16,365278","I., Innere Stadt","51","48,20769 16,37049","Directed","Café Central–I., Innere Stadt","1"
"I., Innere Stadt","51","48,20769 16,37049","Berlin-Pankow","17871","52,569167 13,403333","Directed","I., Innere Stadt–Berlin-Pankow","1"
"Berlin-Pankow","17871","52,569167 13,403333","Parkstraße","43459","52,57279 13,40334","Directed","Berlin-Pankow–Parkstraße","1"
"Berlin","168","52,52437 13,41053","Rom","445","41,89193 12,51133","Directed","Berlin–Rom","1"
"Bad Ischl","213","47,71109 13,61893","Badehotellet","1091","55,826747 12,574733","Directed","Bad Ischl–Badehotellet","1"
"Bad Gastein","521","47,11547 13,13467","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Bad Gastein–Sternwartestraße 71","1"
"5, rue de Maubeuge","592","48,876475 2,340852","Lueg","186","47,754041 13,372211","Directed","5, rue de Maubeuge–Lueg","1"
"Lueg","186","47,754041 13,372211","I., Innere Stadt","51","48,20769 16,37049","Directed","Lueg–I., Innere Stadt","1"
